,molecule_chembl_id,Canonical_Smiles,axis 1,axis 2,Target 1 ID,Target 1 name,Target 2 ID,Target 2 name,Smiles,IC50_Target_1,IC50_Target_2,Activity Index,std,norma,normal_desviation,HBA,LogP,TPSA,MW,HBD,RB
37,CHEMBL1418182,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,3.873936653137207,9.116806983947754,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,5,2.0872,94.09,325.36100000000005,2,10
38,CHEMBL253978,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,1.4141846895217896,3.764791965484619,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,19976.31,315300,-11.281791097997347,208825.3838440338,0.301146383264633,9.903439149793899,5,2.53432,55.89000000000001,370.478,1,2
39,CHEMBL114655,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,-3.5180342197418213,1.454519510269165,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,19976.31,280000,-11.222423616306465,183864.51446814867,0.26511668752816675,9.7953500625845,3,3.4250000000000016,52.489999999999995,299.41400000000004,3,7
40,CHEMBL1201217,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,-8.361653327941895,1.2823177576065063,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,19976.31,275400,-11.214141107869118,180611.82327469054,0.26042159969848555,9.781264799095457,3,3.9242000000000035,29.54,289.4189999999999,0,8
41,CHEMBL1661,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,12.677864074707031,6.228615760803223,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,11,-5.761199999999992,200.52999999999997,344.3130000000001,9,8
42,CHEMBL1201236,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,12.74030876159668,3.0501904487609863,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,19976.31,133000,-10.850203378832717,79919.81763372618,0.11507801123183409,9.345234033695503,5,-0.05310000000000015,115.81000000000002,226.232,5,4
43,CHEMBL1594,CC(C)(CO)C(=O)C(O)NCCC(=O)O,11.631549835205078,3.6435673236846924,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(C)(CO)C(=O)C(O)NCCC(=O)O,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,5,-1.0432999999999995,106.86,219.23699999999997,4,7
44,CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,-0.8316280245780945,0.3518657684326172,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,4,1.6990999999999998,70.58999999999999,292.37899999999996,3,5
45,CHEMBL348000,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,-5.429018020629883,-3.4260592460632324,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,19976.31,813500,-11.755701778051385,561105.9822311718,0.8096448086444488,11.428934425933345,2,3.6000000000000014,50.19,249.269,1,2
46,CHEMBL569713,CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,2.1867735385894775,1.9031163454055786,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,5,0.9180999999999995,62.3,303.358,1,4
47,CHEMBL965,C[N+](C)(C)CCOC(N)=O,1.5189512968063354,-8.309764862060547,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,C[N+](C)(C)CCOC(N)=O,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,2,-0.2121000000000003,52.32,147.19799999999998,1,3
48,CHEMBL797,Cn1c(O)cc(-c2ccccc2)c1O,-1.6753500699996948,-5.439141273498535,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,Cn1c(O)cc(-c2ccccc2)c1O,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,3,2.1033000000000004,45.39,189.214,2,1
49,CHEMBL1095,CCn1c(O)c(-c2ccccc2)[nH]c1=O,-0.23527610301971436,-4.570133686065674,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CCn1c(O)c(-c2ccccc2)[nH]c1=O,19976.31,791900,-11.742246375330023,545832.4757575423,0.7875983092702937,11.362794927810882,3,1.5688999999999995,58.02,204.22899999999998,2,2
50,CHEMBL1159717,CC(C)(C)NCC(O)c1ccccc1Cl,-6.475308895111084,-4.688135147094727,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(C)(C)NCC(O)c1ccccc1Cl,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,2,2.7615000000000007,32.26,227.735,2,3
51,CHEMBL607023,CC1(C)CC(O)CC(C)(C)N1[O],-2.2846429347991943,-7.947618007659912,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC1(C)CC(O)CC(C)(C)N1[O],19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,2,1.3457999999999999,43.37,172.248,1,0
52,CHEMBL1589896,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,10.842930793762207,7.344375133514404,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,8,2.0156000000000005,145.44,420.50600000000003,8,13
53,CHEMBL1330588,Cc1cc(=O)[nH]c(=S)[nH]1,-0.6985371708869934,-7.976409435272217,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,Cc1cc(=O)[nH]c(=S)[nH]1,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,2,0.74091,48.65,142.18300000000002,2,0
54,CHEMBL462394,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,7.512197971343994,4.0997419357299805,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,8,-0.028800000000000603,168.66,789.0989999999998,6,5
55,CHEMBL1200979,CC(C)(CO)C(=O)C(O)NCCCO,11.27493667602539,2.8719489574432373,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(C)(CO)C(=O)C(O)NCCCO,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,5,-1.1355999999999997,89.79,205.25399999999996,4,7
56,CHEMBL216981,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,5.189042091369629,7.29020357131958,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,19976.31,10000,-9.556321361218863,7054.316452219166,0.00990051129302331,9.02970153387907,7,2.898220000000001,111.87999999999998,397.43100000000015,3,7
57,CHEMBL279229,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,2.3007359504699707,6.480058670043945,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,19976.31,11300,-9.617430177580989,6135.077636676655,0.008573638645504722,9.025720915936514,8,0.7168000000000008,71.74000000000001,387.48400000000015,1,7
58,CHEMBL1374379,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,1.2867093086242676,9.661688804626465,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,19976.31,10000,-9.556321361218863,7054.316452219166,0.00990051129302331,9.02970153387907,12,2.8346000000000036,121.40000000000003,603.7500000000003,1,32
59,CHEMBL520733,CC(C)C(=O)C(=O)NC(C)C(=O)NC1c2ccccc2CCN(C)C1O,8.98359489440918,5.35858154296875,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(C)C(=O)C(=O)NC(C)C(=O)NC1c2ccccc2CCN(C)C1O,19976.31,471900,-11.48341236408801,319558.3057778471,0.4609835037272567,10.38295051118177,5,0.3800000000000006,98.74,361.4420000000001,3,5
60,CHEMBL279516,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,-4.854201316833496,1.68715238571167,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,19976.31,109000,-10.75070275583641,62949.25488524904,0.0905819008161063,9.27174570244832,2,3.604800000000002,48.13,347.46200000000016,2,5
61,CHEMBL1900528,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,1.6591531038284302,4.7534613609313965,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,6,2.3457,59.06,392.5220000000001,1,4
62,CHEMBL15023,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,-7.022307872772217,3.1916561126708984,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,19976.31,19700,-9.89533813259381,195.38067470965586,0.0,9.0,3,4.791000000000004,40.540000000000006,409.4230000000002,1,6
63,CHEMBL172513,C[N+](C)(C)CC(O)CC(=O)[O-],2.7567191123962402,-8.668063163757324,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,C[N+](C)(C)CC(O)CC(=O)[O-],19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,3,-1.8064999999999984,60.36,161.20099999999996,1,4
64,CHEMBL39560,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,-8.76683521270752,2.3540773391723633,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,100000.0,111600,-11.567800896949787,8202.438661763952,0.011557765023061353,9.034673295069185,4,4.443600000000004,23.550000000000004,326.465,0,5
65,CHEMBL35505,NN=c1[nH][nH]c(=NN)c2ccccc12,13.500964164733887,1.8175578117370605,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,NN=c1[nH][nH]c(=NN)c2ccccc12,19976.31,1000000,-11.858906454212908,692981.3969224629,1.0,12.0,4,-0.9551999999999996,108.33999999999999,190.21000000000004,4,0
66,CHEMBL1512580,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,-10.523833274841309,2.8999297618865967,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,19976.31,117100,-10.786542950023676,68676.81981286008,0.09884933808141443,9.296548014244243,1,6.190400000000005,3.24,381.4410000000001,0,4
67,CHEMBL10188,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,-5.616653919219971,3.4288394451141357,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,19976.31,10000,-9.556321361218863,7054.316452219166,0.00990051129302331,9.02970153387907,3,5.488500000000004,62.22,382.4630000000001,2,5
68,CHEMBL349803,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,6.623463153839111,7.778451919555664,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,19976.31,790600,-11.741424890153134,544913.2369419999,0.7862714366227752,11.358814309868325,5,2.4247000000000005,109.93,362.40700000000004,2,5
69,CHEMBL127592,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,-7.367983341217041,5.7242841720581055,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,18610.435,10000,-9.520909047934563,6088.496977465991,0.008506401925769886,9.025519205777309,4,3.2401000000000018,64.09,467.6540000000002,1,12
70,CHEMBL2107771,CC(NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,-2.526770830154419,0.9564733505249023,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CC(NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,19976.31,174700,-10.986563923291845,109406.17040920522,0.15764000307916112,9.472920009237484,3,2.3681,64.35,302.34900000000005,2,7
71,CHEMBL132767,CCN(CC)c1cc(C)nc2ncnn12,3.806849718093872,1.072994351387024,CHEMBL4303835,SARS-CoV-2,CHEMBL6020,Bile salt export pump,CCN(CC)c1cc(C)nc2ncnn12,19976.31,627800,-11.626139636925767,429796.25296482985,0.6201061543027551,10.860318462908266,5,1.2789199999999998,46.32000000000001,205.265,0,3
